text,text_clean,language,label,confidence
"izin nanya, itu berubah seluruh badan gak bang?","izin nanya, itu berubah seluruh badan gak bang?",id,Positif,0.6928
[Sticker] aku punya sedikit ide bang,aku punya sedikit ide bang,id,Netral,0.8181
[Sticker] maaf bang apakah saya boleh bertanya ?,maaf bang apakah saya boleh bertanya ?,id,Netral,0.9621
BAHAYA,BAHAYA,de,Negatif,0.8707
hanya kipas bang,hanya kipas bang,tl,Netral,0.7776
gw punya ide bg,gw punya ide bg,id,Netral,0.8806
aku punya ide 😳,aku punya ide,id,Netral,0.5928
"Buat yg nanya hal negatif, sebenarnya mereka di rancang buat hal positif, terkadang ada yang terbalik","Buat yg nanya hal negatif, sebenarnya mereka di rancang buat hal positif, terkadang ada yang terbalik",id,Positif,0.7825
We'll have to wait and see what will happens... but I assure you that the days ahead will not be easy.,We'll have to wait and see what will happens... but I assure you that the days ahead will not be easy.,en,Netral,0.6185
the economy would even exist so can not sustain economic growth snd it is used for is efficiency but that doesn't benefit any country if people are not using money to buy the products so the only solution is universal basic income so governments should be prepared to pay every single person to live,the economy would even exist so can not sustain economic growth snd it is used for is efficiency but that doesn't benefit any country if people are not using money to buy the products so the only solution is universal basic income so governments should be prepared to pay every single person to live,en,Negatif,0.8232
Scary world,Scary world,en,Negatif,0.9328
There are plenty of jobs that Ai can’t automate.,There are plenty of jobs that Ai can t automate.,en,Negatif,0.4672
AI cant investigate what i do for living. Im good,AI cant investigate what i do for living. Im good,en,Positif,0.434
Maybe start voting for candidates that support redistribution of automation profits and enjoy a relaxed life without having to work. Or live in the dystopia of hoarders we are on track for,Maybe start voting for candidates that support redistribution of automation profits and enjoy a relaxed life without having to work. Or live in the dystopia of hoarders we are on track for,en,Negatif,0.4335
"Moneys going bey bey, schools gone, governments finished, Banks over, jobs finished, people simply cant comprehend/imagine where this is all going.. other societies in the multiverse have done it , we can too…","Moneys going bey bey, schools gone, governments finished, Banks over, jobs finished, people simply cant comprehend imagine where this is all going.. other societies in the multiverse have done it , we can too",en,Negatif,0.5164
"We can create a utopian society in which everyone will have time to learn, create and contemplate existence!","We can create a utopian society in which everyone will have time to learn, create and contemplate existence!",en,Positif,0.596
Just Sell Toilet Bowls,Just Sell Toilet Bowls,en,Netral,0.7609
Do not worry about meaning brother. Just who will pay for us...,Do not worry about meaning brother. Just who will pay for us...,en,Netral,0.5126
"It will be like supporting sports teams but you will be a “corporate supporter.” We will be supported by MS, Apple, etc. and you will pick one and live or die by its success. How they monetize their “fans,” I don’t know yet. But I don’t see how it’s fiscally possible any other way.","It will be like supporting sports teams but you will be a corporate supporter. We will be supported by MS, Apple, etc. and you will pick one and live or die by its success. How they monetize their fans, I don t know yet. But I don t see how it s fiscally possible any other way.",en,Netral,0.4702
"not gonna automate plumbers, framers and electricians","not gonna automate plumbers, framers and electricians",en,Negatif,0.6008
Humans can’t be replicated ever,Humans can t be replicated ever,en,Negatif,0.7793
I feel he is right,I feel he is right,en,Netral,0.4592
"bang coba David Beckham pls kalo di bikinin
gua follow",bang coba David Beckham pls kalo di bikinin gua follow,tl,Netral,0.5714
Bisa ga bg?,Bisa ga bg?,tl,Netral,0.6308
aku punya ide 😹,aku punya ide,id,Netral,0.5928
"komenan ny pada ngeres, miris bgt😹😂","komenan ny pada ngeres, miris bgt",id,Positif,0.9975
takut buat penipuan,takut buat penipuan,id,Positif,0.9976
hei Patrik aku punya ide😭,hei Patrik aku punya ide,id,Netral,0.9419
coders have and will continue to have jobs. At max the coding process is way faster now 👌,coders have and will continue to have jobs. At max the coding process is way faster now,en,Positif,0.6422
Definitely there’ll be a change in how economies are built,Definitely there ll be a change in how economies are built,en,Netral,0.4995
"no, it won't. learn a job and became a specialist.","no, it won't. learn a job and became a specialist.",en,Netral,0.4924
probably will not need him too 😅,probably will not need him too,en,Negatif,0.7606
"Star Trek incoming.
Or The Matrix.
Chose wisely, people.","Star Trek incoming. Or The Matrix. Chose wisely, people.",en,Positif,0.4897
Is this my sign to gamble 😳,Is this my sign to gamble,en,Netral,0.5473
The plumbing and electric systems will not change any time soon,The plumbing and electric systems will not change any time soon,en,Netral,0.5434
"Here's an idea - why have occupations when we have AI? We should all be artists and for joy and happiness. Let the AIs tend to the farms, wash the clothes, and build the houses.","Here's an idea - why have occupations when we have AI? We should all be artists and for joy and happiness. Let the AIs tend to the farms, wash the clothes, and build the houses.",en,Positif,0.3867
"Majority of people are going to be labourers building Data centres, mining and building renewable energy resources. It’s like ancient Egypt and the pyramids all over again 😁","Majority of people are going to be labourers building Data centres, mining and building renewable energy resources. It s like ancient Egypt and the pyramids all over again",en,Netral,0.4942
so it's universal basic income 🙄,so it's universal basic income,en,Netral,0.753
I guess its time to become an influencer,I guess its time to become an influencer,en,Netral,0.5335
AI currently is just a nice complex autocomplete.,AI currently is just a nice complex autocomplete.,en,Netral,0.4967
"AI engineers, AI based company CEOs are not connected to reality. Why are we listening to these people","AI engineers, AI based company CEOs are not connected to reality. Why are we listening to these people",en,Negatif,0.8854
Been dating this for years 👌,Been dating this for years,en,Netral,0.5426
"I really don’t like this guy. He’s very fear mongering. 8 billion people won’t be like ok let’s just die then, bc capitalism capitalized. The world will evolve into something new. What is all the ai and production without a world of people who affirm its relevance.","I really don t like this guy. He s very fear mongering. 8 billion people won t be like ok let s just die then, bc capitalism capitalized. The world will evolve into something new. What is all the ai and production without a world of people who affirm its relevance.",en,Negatif,0.9267
He for sure can be replaced by ChatGPT,He for sure can be replaced by ChatGPT,en,Netral,0.5161
ai make my roof and make it now..oh wait,ai make my roof and make it now..oh wait,en,Netral,0.5741
I will ask an AI for better advice. Maybe its like giving prompts to humans.,I will ask an AI for better advice. Maybe its like giving prompts to humans.,en,Netral,0.5522
What will humans do,What will humans do,en,Netral,0.5121
"Well to keep growing A.I. they need data centers, these data centers consume a lot of water. So the corporations will eventually want to get rid of as many people as they can to save the water supply for there centers. In turn they will use A.I. to figure out how to make them live for forever.","Well to keep growing A.I. they need data centers, these data centers consume a lot of water. So the corporations will eventually want to get rid of as many people as they can to save the water supply for there centers. In turn they will use A.I. to figure out how to make them live for forever.",en,Netral,0.4234
"They said the same thing when they first brought out the farm tractor, new things will be invented and new careers will be developed","They said the same thing when they first brought out the farm tractor, new things will be invented and new careers will be developed",en,Positif,0.4629
Humans in the next 20 years will be delegated to labor only. Until robots make enough labor bots to replace us all the way. Think about it.. what CANT a bot do better? You think it’s a joke? We are nearing the end of our usefulness.,Humans in the next 20 years will be delegated to labor only. Until robots make enough labor bots to replace us all the way. Think about it.. what CANT a bot do better? You think it s a joke? We are nearing the end of our usefulness.,en,Negatif,0.8202
without work we've no purpose. we'll all go insane.,without work we've no purpose. we'll all go insane.,en,Negatif,0.8831
That’s crazy,That s crazy,en,Negatif,0.6653
Can ai fix a Ventrac?,Can ai fix a Ventrac?,ca,Negatif,0.5404
Software engineering is not gone and never will be,Software engineering is not gone and never will be,en,Netral,0.5391
"There are already robots powered by ai, capable of doing basic plumbing, hvac, electrical, etc. Tech and service jobs will begin to seriously decline in the next few years. ""Trades"", blue collar jobs we think of as safe about 5 years after that. Universal Basic Income for every citizen may not be popular now, but 80%+ unemployment will change most minds.","There are already robots powered by ai, capable of doing basic plumbing, hvac, electrical, etc. Tech and service jobs will begin to seriously decline in the next few years. ""Trades"", blue collar jobs we think of as safe about 5 years after that. Universal Basic Income for every citizen may not be popular now, but 80 unemployment will change most minds.",en,Negatif,0.4293
